web-scraper-order,web-scraper-start-url,link,link-href,title,price,description,material,size,style,colour,colour2
"1573262149-4912","https://www2.hm.com/en_us/women/products/tops.html","Halterneck Bodysuit","https://www2.hm.com/en_us/productpage.0783645003.html","Halterneck Bodysuit","$29.99","Halterneck bodysuit with a woven bodice, seam at hips, and jersey lower section. Snap fasteners at gusset. Lined at top.","Top: Polyester 100%","Sleeveless","STYLE
				
					Halterneck","Cream","Cream"
"1573263033-5183","https://www2.hm.com/en_us/women/products/tops.html","Silk-blend T-shirt","https://www2.hm.com/en_us/productpage.0776746002.html","Silk-blend T-shirt","$34.99","PREMIUM QUALITY. Classic, straight-cut T-shirt in jersey made from a cotton and silk blend. Short sleeves.","Silk 50%, Cotton 50%","Short sleeve","STYLE
				
					Round Neck","Light brown","Light brown"
"1573262868-5137","https://www2.hm.com/en_us/women/products/tops.html","Linen Top","https://www2.hm.com/en_us/productpage.0617534005.html","Linen Top","$17.99","PREMIUM QUALITY. Short-sleeved top in linen jersey with a V-neck.","Linen 100%","Short sleeve","STYLE
				
					V-neck","White","White"
"1573261900-4836","https://www2.hm.com/en_us/women/products/tops.html","Bodysuit","https://www2.hm.com/en_us/productpage.0699461001.html","Bodysuit","$24.99","Long-sleeved bodysuit with a low-cut back. Snap fasteners at gusset. Unlined.","Polyamide 95%, Elastane 5%","Long sleeve","STYLE
				
					Plunge Back","Black","Black"
"1573261304-4659","https://www2.hm.com/en_us/women/products/tops.html","Short Camisole Top","https://www2.hm.com/en_us/productpage.0768816001.html","Short Camisole Top","$14.99","Short camisole top in woven viscose fabric. V-neck, narrow, adjustable shoulder straps, and decorative buttons at front. Smocking at back.","Viscose 100%","Short","STYLE
				
					Smocking
					V-neck","Light red/white","Light red/white striped"
"1573263520-5334","https://www2.hm.com/en_us/women/products/tops.html","Ribbed Jersey Top","https://www2.hm.com/en_us/productpage.0762619002.html","Ribbed Jersey Top","$17.99","Fitted, long-sleeved top in ribbed jersey. Seam below bust.","Polyester 95%, Elastane 5%","Long sleeve","STYLE
				
					Round Neck","White","White"
"1573261949-4850","https://www2.hm.com/en_us/women/products/tops.html","Halterneck Top","https://www2.hm.com/en_us/productpage.0759266002.html","Halterneck Top","$9.99","Short halterneck top in soft, ribbed viscose jersey with a V-neck.","Viscose 90%, Elastane 10%","Short","STYLE
				
					Halterneck
					Crop Top
					V-neck","Gray melange","Gray melange"
"1573260665-4468","https://www2.hm.com/en_us/women/products/tops.html","Tie-detail Camisole Top","https://www2.hm.com/en_us/productpage.0743205006.html","Tie-detail Camisole Top","$14.99","Short, V-neck top with smocking and ties at back and narrow, adjustable shoulder straps. Lined at front.","Polyester 100%","Short","STYLE
				
					Smocking
					Camisole Top
					V-neck","Light beige/dark beige/black","Light beige/leopard print"
"1573260845-4523","https://www2.hm.com/en_us/women/products/tops.html","Jersey Top","https://www2.hm.com/en_us/productpage.0772005016.html","Jersey Top","$5.99","Short-sleeved, relaxed-fit top in cotton jersey with a slightly wider neckline and a rounded hem.","Cotton 100%","Short sleeve","STYLE
				
					Round Neck","Light yellow","Light yellow"
"1573262875-5139","https://www2.hm.com/en_us/women/products/tops.html","Puff-sleeved Top","https://www2.hm.com/en_us/productpage.0805770002.html","Puff-sleeved Top","$14.99","Fitted top in soft, ribbed jersey with a round neckline and short puff sleeves.","Polyester 95%, Elastane 5%","Short sleeve","STYLE
				
					Puff Sleeve
					Round Neck","Dusky pink","Dusky pink"
"1573261678-4769","https://www2.hm.com/en_us/women/products/tops.html","Jersey Top with Lace","https://www2.hm.com/en_us/productpage.0811959003.html","Jersey Top with Lace","$9.99","Fitted, short-sleeved top in soft cotton jersey. Slightly lower-cut neckline with lace trim.","Cotton 97%, Elastane 3%","Short sleeve","STYLE
				
					Low-cut Neckline","Black","Black"
"1573263646-5372","https://www2.hm.com/en_us/women/products/tops.html","Top with Beaded Embroidery","https://www2.hm.com/en_us/productpage.0829977003.html","Top with Beaded Embroidery","$9.99","Straight-cut top in cotton-blend jersey with beaded embroidery at top. Short sleeves.","Modal 53%, Cotton 47%","Short sleeve","STYLE
				
					Round Neck","Burgundy/silver-colored/white","Burgundy"
"1573260668-4469","https://www2.hm.com/en_us/women/products/tops.html","Ribbed Top","https://www2.hm.com/en_us/productpage.0715125001.html","Ribbed Top","$12.99","Top in ribbed fabric made from a cotton and viscose blend. Long trumpet sleeves and overlocked edges at neckline, cuffs, and hem.","Cotton 47%, Viscose 45%, Elastane 8%","Long sleeve","STYLE
				
					Trumpet Sleeve","Black","Black/floral"
"1573261427-4697","https://www2.hm.com/en_us/women/products/tops.html","Ribbed Top","https://www2.hm.com/en_us/productpage.0762615002.html","Ribbed Top","$12.99","Short top in ribbed cotton jersey. Wide, rounded neckline, decorative buttons at front, and short sleeves.","Cotton 95%, Elastane 5%","Short","STYLE
				
					Low-cut Neckline
					Crop Top","White","White"
"1573262043-4878","https://www2.hm.com/en_us/women/products/tops.html","V-neck Bodysuit","https://www2.hm.com/en_us/productpage.0807473001.html","V-neck Bodysuit","$34.99","Fitted bodysuit in jersey. V-neck at front, low-cut back, and elbow-length sleeves. Snap fasteners at gusset.","Polyester 96%, Elastane 4%","3/4 sleeve","STYLE
				
					Low-cut Neckline
					V-neck","Powder beige","Powder beige"
"1573263025-5180","https://www2.hm.com/en_us/women/products/tops.html","Ribbed Bodysuit","https://www2.hm.com/en_us/productpage.0837332001.html","Ribbed Bodysuit","$17.99","Bodysuit in ribbed jersey with a square neckline and short sleeves. Concealed snap fasteners at gusset.","Polyester 87%, Cotton 7%, Elastane 6%","Short sleeve","STYLE
				
					Round Neck","Light beige melange","Light beige melange"
"1573261083-4597","https://www2.hm.com/en_us/women/products/tops.html","Short Ruffle-trim Camisole Top","https://www2.hm.com/en_us/productpage.0769801003.html","Short Ruffle-trim Camisole Top","$29.99","Short camisole top in airy, woven fabric with narrow, tie-top shoulder straps. Small ruffle trim at top.","Viscose 66%, Linen 34%","Short","STYLE
				
					Camisole Top","Light beige","Light beige"
"1573261987-4861","https://www2.hm.com/en_us/women/products/tops.html","Halterneck Top","https://www2.hm.com/en_us/productpage.0772112002.html","Halterneck Top","$39.99","Top in woven fabric with wrapover straps at front to tie at back of neck. Open back, concealed side zip, and seam below bust. Flared peplum, slightly longer at back. Unlined.","Viscose 86%, Polyester 14%","Sleeveless","STYLE
				
					Halterneck
					Keyhole","Rust brown","Rust brown"
"1573263714-5393","https://www2.hm.com/en_us/women/products/tops.html","Top with Beaded Embroidery","https://www2.hm.com/en_us/productpage.0829977004.html","Top with Beaded Embroidery","$9.99","Straight-cut top in cotton-blend jersey with beaded embroidery at top. Short sleeves.","Modal 53%, Cotton 47%","Short sleeve","STYLE
				
					Round Neck","Cream/silver-colored","Cream/Soirée"
"1573262459-5011","https://www2.hm.com/en_us/women/products/tops.html","Draped Satin Top","https://www2.hm.com/en_us/productpage.0772014001.html","Draped Satin Top","$17.99","Sleeveless satin top with a draped neckline and narrow, adjustable shoulder straps.","Polyester 100%","Sleeveless","STYLE
				
					Draped
					Camisole Top","Red","Red"
"1573262198-4928","https://www2.hm.com/en_us/women/products/tops.html","Top with Low-cut Back","https://www2.hm.com/en_us/productpage.0774191005.html","Top with Low-cut Back","$9.99","Fitted top in stretch cotton jersey with low-cut neckline at back and short sleeves.","Cotton 95%, Elastane 5%","Short sleeve","STYLE
				
					Round Neck","White/dark blue","White/dark blue striped"
"1573262821-5124","https://www2.hm.com/en_us/women/products/tops.html","Fine-knit Polo Shirt","https://www2.hm.com/en_us/productpage.0762457001.html","Fine-knit Polo Shirt","$24.99","Fine-knit polo shirt in a viscose and nylon blend. Ribbed collar, button placket, and short sleeves. Ribbing at cuffs and hem.","Viscose 78%, Polyamide 22%","Short sleeve","STYLE
				
					Polo shirt","Black","Black"
"1573261808-4807","https://www2.hm.com/en_us/women/products/tops.html","T-shirt with Printed Design","https://www2.hm.com/en_us/productpage.0817967002.html","T-shirt with Printed Design","$12.99","T-shirt in soft cotton jersey with a printed motif at front.","Cotton 95%, Elastane 5%","Short sleeve","STYLE
				
					Round Neck","White/black/light blue/powder pink/light turquoise","White/angels"
"1573263585-5354","https://www2.hm.com/en_us/women/products/tops.html","T-shirt with Motif","https://www2.hm.com/en_us/productpage.0423800005.html","T-shirt with Motif","$17.99","T-shirt in cotton fabric with a printed motif, short sleeves with sewn cuffs, and rolled edges at neckline and hem.","Cotton 100%","Short sleeve","","Gray","Gray/Rolling Stones"
"1573261449-4704","https://www2.hm.com/en_us/women/products/tops.html","2-pack Cotton Tube Tops","https://www2.hm.com/en_us/productpage.0757828001.html","2-pack Cotton Tube Tops","$9.99","Fitted tube tops in soft cotton jersey.","Cotton 95%, Elastane 5%","Sleeveless","STYLE
				
					Tube Top","Black/white","Black/white"
"1573262311-4963","https://www2.hm.com/en_us/women/products/tops.html","Lace Top","https://www2.hm.com/en_us/productpage.0684948001.html","Lace Top","$49.99","Long-sleeved lace top with a small stand-up collar and opening at back of neck with concealed button. Unlined.","Polyamide 71%, Polyester 19%, Elastane 10%","Long sleeve","","Red","Red"
"1573263581-5353","https://www2.hm.com/en_us/women/products/tops.html","T-shirt with Motif","https://www2.hm.com/en_us/productpage.0733029007.html","T-shirt with Motif","$9.99","Jersey T-shirt with a motif. Round neckline.","Cotton 100%","Short sleeve","STYLE
				
					Round Neck","White/black","White/OK"
"1573263248-5247","https://www2.hm.com/en_us/women/products/tops.html","Cotton T-shirt","https://www2.hm.com/en_us/productpage.0610776028.html","Cotton T-shirt","$4.99","T-shirt in lightweight cotton jersey with a rounded hem. Slightly longer at back.","Polyester 65%, Cotton 35%","Front: Length: 63.0 cm (Size M) – cm = unitofmeasure","","Gray melange","Gray melange"
"1573262998-5173","https://www2.hm.com/en_us/women/products/tops.html","Fine-knit Top","https://www2.hm.com/en_us/productpage.0574109025.html","Fine-knit Top","$17.99","Fitted, ribbed fine-knit top in jersey with long sleeves and a ribbed neckline.","Viscose 40%, Acrylic 40%, Polyamide 20%","Long sleeve","STYLE
				
					Round Neck","Beige/pink/black","Beige/pink striped"
"1573263260-5251","https://www2.hm.com/en_us/women/products/tops.html","Top with Beaded Embroidery","https://www2.hm.com/en_us/productpage.0829977001.html","Top with Beaded Embroidery","$9.99","Straight-cut top in cotton-blend jersey with beaded embroidery at top. Short sleeves.","Modal 53%, Cotton 47%","Short sleeve","STYLE
				
					Round Neck","Black/silver-colored","Black/Précieuse"
"1573264013-5483","https://www2.hm.com/en_us/women/products/tops.html","Mock-turtleneck Bodysuit","https://www2.hm.com/en_us/productpage.0733097005.html","Mock-turtleneck Bodysuit","$9.99","Sleeveless bodysuit in ribbed stretched jersey with a mock turtleneck. Lined gusset with snap fasteners.","Polyester 88%, Elastane 12%","Sleeveless","STYLE
				
					Mock Turtleneck","Light yellow","Light yellow"
"1573262357-4979","https://www2.hm.com/en_us/women/products/tops.html","Top with Lace","https://www2.hm.com/en_us/productpage.0469137017.html","Top with Lace","$19.99","Top in softly draped, ribbed jersey with a sheen. V-neck at front, lace trim at upper edge, and narrow shoulder straps.","Polyester 95%, Elastane 5%","Sleeveless","STYLE
				
					Camisole Top
					V-neck","Dark blue","Dark blue"
"1573263071-5194","https://www2.hm.com/en_us/women/products/tops.html","Camisole Top with Flounce","https://www2.hm.com/en_us/productpage.0737260002.html","Camisole Top with Flounce","$17.99","Straight-cut camisole top in woven, crêped fabric with narrow, adjustable shoulder straps. Flounce at top.","Polyester 100%","Sleeveless","STYLE
				
					Camisole Top","Light pink","Light pink"
"1573262766-5107","https://www2.hm.com/en_us/women/products/tops.html","Ribbed Tank Top","https://www2.hm.com/en_us/productpage.0796870003.html","Ribbed Tank Top","$5.99","Fitted tank top in ribbed cotton jersey with a square neckline front and back.","Cotton 95%, Elastane 5%","Sleeveless","STYLE
				
					Camisole Top","Light dusky pink","Light dusky pink"
"1573261257-4646","https://www2.hm.com/en_us/women/products/tops.html","Tie-detail Top","https://www2.hm.com/en_us/productpage.0733027010.html","Tie-detail Top","$7.99","Short top in soft cotton jersey. Round neckline, short sleeves, and seam at hem with decorative knot detail at front.","Cotton 100%","Short","STYLE
				
					Round Neck","Black","Black"
"1573261197-4630","https://www2.hm.com/en_us/women/products/tops.html","Ribbed Top","https://www2.hm.com/en_us/productpage.0774879001.html","Ribbed Top","$17.99","Straight-cut top in airy, rib-knit fabric with a wide neckline, heavily dropped shoulders, and short sleeves. Slits at sides.","Polyester 55%, Viscose 45%","Short sleeve","STYLE
				
					Round Neck","Light beige","Light beige"
"1573261181-4626","https://www2.hm.com/en_us/women/products/tops.html","Patterned Polo Shirt","https://www2.hm.com/en_us/productpage.0741263001.html","Patterned Polo Shirt","$14.99","CONSCIOUS. Polo shirt in organic cotton piqué with a printed pattern. Ribbed collar, button placket, and short sleeves with ribbed cuffs. Slits at sides and slightly longer back section.","Cotton 97%, Elastane 3%","Short sleeve","STYLE
				
					Polo shirt","White/black","White/anchors"
"1573261852-4821","https://www2.hm.com/en_us/women/products/tops.html","Camisole Top with Flounce","https://www2.hm.com/en_us/productpage.0737260001.html","Camisole Top with Flounce","$17.99","Straight-cut camisole top in woven, crêped fabric with narrow, adjustable shoulder straps. Flounce at top.","Polyester 100%","Sleeveless","STYLE
				
					Camisole Top","Black","Black"
"1573263220-5237","https://www2.hm.com/en_us/women/products/tops.html","Jersey Tank Top","https://www2.hm.com/en_us/productpage.0767834001.html","Jersey Tank Top","$5.99","CONSCIOUS. Fitted tank top in soft, organic cotton jersey.","Cotton 95%, Elastane 5%","Sleeveless","STYLE
				
					Camisole Top","Black","Black"
