web-scraper-order,web-scraper-start-url,link,link-href,title,price,colour,description,material
"1573331212-12501","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","BASIC LONG SLEEVE T-SHIRT","https://www.zara.com/sg/en/basic-long-sleeve-t-shirt-p04424629.html","BASIC LONG SLEEVE T-SHIRT Details","S$ 24.90","CAMEL/WHITE","T-shirt with a wide neckline and sleeves falling below the elbow. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″

JOIN LIFE
Care for fiber: 100% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.","null"
"1573342047-15701","https://www.zara.com/sg/en/woman-jackets-l1114.html?v1=1281623","FAUX LEATHER SHIRT","https://www.zara.com/sg/en/faux-leather-shirt-p02969267.html","FAUX LEATHER SHIRT Details","S$ 89.90","Black","Collared shirt with long sleeves, a front patch pocket, asymmetric hem and front snap-button fastening hidden by a placket.

HEIGHT OF MODEL: 177 CM / 69.6″","null"
"1573331772-12644","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","PRINGLES™ PRINT T-SHIRT","https://www.zara.com/sg/en/pringles%E2%84%A2-print-t-shirt-p05644706.html","PRINGLES™ PRINT T-SHIRT Details","S$ 39.90","White","Short sleeve T-shirt with a round neckline. Featuring a Pringles © 2019 KETL print. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″

JOIN LIFE
Care for fiber: 100% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.","null"
"1573336825-14169","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","EMBROIDERED BLOUSE","https://www.zara.com/sg/en/embroidered-blouse-p07844571.html","EMBROIDERED BLOUSE Details","S$ 59.90","Ecru","Round neck blouse with short wide sleeves. Featuring ruffles on the front, matching embroidered appliqué and button fastening at the back with a slit. 

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573337694-14387","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","FAUX LEATHER SHIRT","https://www.zara.com/sg/en/faux-leather-shirt-p02969273.html","FAUX LEATHER SHIRT Details","S$ 69.90","Black","Collared shirt featuring puff sleeves falling below the elbow with elastic cuffs, and buttons down the front covered in matching fabric.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573339401-14941","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","COMBINED ASYMMETRIC DRESS","https://www.zara.com/sg/en/combined-asymmetric-dress-p08741227.html","COMBINED ASYMMETRIC DRESS Details","S$ 89.90","Black","Dress with an asymmetric neckline and wide straps. Featuring an elastic inner waist and pleated hem in the same colour. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573338640-14674","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","OVERSIZED POPLIN SHIRT","https://www.zara.com/sg/en/oversized-poplin-shirt-p08741248.html","OVERSIZED POPLIN SHIRT Details","S$ 49.90","White","Long sleeve shirt with a high collar. Featuring a ruffle appliqué in matching fabric, side vents at the hem and front button fastening. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573339109-14874","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","WRAP JUMPSUIT WITH BELT","https://www.zara.com/sg/en/wrap-jumpsuit-with-belt-p02157225.html","WRAP JUMPSUIT WITH BELT Details","S$ 89.90","beige-pink","Flowing wide-leg jumpsuit with a wrap V-neckline and short sleeves. Featuring an elastic waistband, side in-seam pockets and a contrast belt. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573330848-12411","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","T-SHIRT WITH RUFFLE TRIM","https://www.zara.com/sg/en/t-shirt-with-ruffle-trim-p00962360.html","T-SHIRT WITH RUFFLE TRIM Details","S$ 19.90","White","Round neck T-shirt featuring short turn-up sleeves and a ruffled hem.

HEIGHT OF MODEL: 177 cm. / 5′ 9″

JOIN LIFE
Care for fiber: 100% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.","null"
"1573334939-13554","https://www.zara.com/sg/en/woman-trousers-l1335.html?v1=1281627","LOOSE FIT CARGO TROUSERS","https://www.zara.com/sg/en/loose-fit-cargo-trousers-p08747295.html","LOOSE FIT CARGO TROUSERS Details","S$ 59.90","Black","Loose fit high-waist trousers with an elastic waistband. Featuring side pockets, patch pockets with flaps on the leg, a decorative button on the front and elastic cuffed hems.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573340131-15132","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","FLOCKED DOTTED MESH DRESS","https://www.zara.com/sg/en/flocked-dotted-mesh-dress-p09878169.html","FLOCKED DOTTED MESH DRESS Details","S$ 89.90","Black","Short sleeve dress with a round neckline. Featuring interior lining, a belt detail and buttoned teardrop opening at the back.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573333473-13141","https://www.zara.com/sg/en/woman-jeans-l1119.html?v1=1281624","ZW PREMIUM ‘80S SKINNY SUNRISE BLUE JEANS","https://www.zara.com/sg/en/zw-premium-%E2%80%9880s-skinny-sunrise-blue-jeans-p09863040.html","ZW PREMIUM ‘80S SKINNY SUNRISE BLUE JEANS Details","S$ 69.90","Blue","The ‘80s Skinny In Sunrise Blue.

Faded mid-waist skinny jeans featuring ripped detailing on the knee, frayed hems and zip fly and metal top button fastening in the front.

HEIGHT OF MODEL: 177 cm.","null"
"1573334688-13483","https://www.zara.com/sg/en/woman-trousers-l1335.html?v1=1281627","FAUX LEATHER LEGGINGS","https://www.zara.com/sg/en/faux-leather-leggings-p07102228.html","FAUX LEATHER LEGGINGS Details","S$ 45.90","Black","High waist leggings with zipped hems and side zip fastening.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573330807-12403","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","SHIMMER FAUX FUR SWEATER","https://www.zara.com/sg/en/shimmer-faux-fur-sweater-p02712808.html","SHIMMER FAUX FUR SWEATER Details","S$ 29.90","Black","Round neck sweater with long sleeves.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573331033-12455","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","T-SHIRT WITH FRONT PRINT","https://www.zara.com/sg/en/t-shirt-with-front-print-p05410454.html","T-SHIRT WITH FRONT PRINT Details","S$ 24.90","Black","Short sleeve T-shirt with a round neckline and a contrast front print.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573338645-14676","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","CONTRAST SHIRT","https://www.zara.com/sg/en/contrast-shirt-p05039929.html","CONTRAST SHIRT Details","S$ 39.90","Oyster White","Round neck shirt featuring long puff sleeves with elastic cuffs and a buttoned opening at the back.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573331818-12652","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","FULL SLEEVE T-SHIRT","https://www.zara.com/sg/en/full-sleeve-t-shirt-p00858632.html","FULL SLEEVE T-SHIRT Details","S$ 45.90","White","Round neck T-shirt with long full sleeves.

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573340826-15323","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","CONTRAST SEQUIN DRESS","https://www.zara.com/sg/en/contrast-sequin-dress-p02731250.html","CONTRAST SEQUIN DRESS Details","S$ 89.90","Black","Velvet mini dress with a high neck and long puff sleeves. Featuring matching sequin appliqués and invisible back zip fastening with button.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573330709-12325","https://www.zara.com/sg/en/woman-sweatshirts-l1320.html?v1=1281548","© DISNEY’S DUMBO SWEATSHIRT","https://www.zara.com/sg/en/%C2%A9%C2%A0disney%E2%80%99s-dumbo-sweatshirt-p00962646.html","© DISNEY’S DUMBO SWEATSHIRT Details","S$ 59.90","Black","Sweatshirt with a round neckline and long sleeves. Featuring a Dumbo ©DISNEY print.

HEIGHT OF MODEL: 177 CM / 69.6″

JOIN LIFE
Care for fiber: At least 50% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.","null"
"1573334082-13301","https://www.zara.com/sg/en/woman-jeans-l1119.html?v1=1281624","JEANS ZW PREMIUM SKINNY VENDOME BLUE","https://www.zara.com/sg/en/jeans-zw-premium-skinny-vendome-blue-p07513259.html","JEANS ZW PREMIUM SKINNY VENDOME BLUE Details","S$ 69.90","Dark blue","The High Waist Skinny In Vendome Blue.

Faded high waist jeans with a five-pocket design, zip fly and metal button fastening at the front.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573330140-12146","https://www.zara.com/sg/en/woman-basics-l1050.html?v1=1282128","BLOUSE WITH POCKETS","https://www.zara.com/sg/en/blouse-with-pockets-p09479043.html","BLOUSE WITH POCKETS Details","S$ 69.90","Oyster White","Flowing long sleeve blouse with a lapel collar. Featuring front patch pockets with flaps and a front button fastening.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573335052-13588","https://www.zara.com/sg/en/woman-trousers-l1335.html?v1=1281627","NYLON JOGGERS","https://www.zara.com/sg/en/nylon-joggers-p07102254.html","NYLON JOGGERS Details","S$ 59.90","Black","High-waist trousers with an elastic waistband and adjustable drawstrings. Featuring cuffed elastic hems, side patch pockets, false zip pockets and flap leg pockets.

HEIGHT OF MODEL: 177 cm. / 69.6″

JOIN LIFE
Care for fiber: 100% recycled polyamide. 
Producing recycled fabrics has a lower environmental impact by consuming less water, less energy and fewer natural resources.","null"
"1573333866-13239","https://www.zara.com/sg/en/woman-jeans-l1119.html?v1=1281624","HI-RISE TRUMPET JEANS","https://www.zara.com/sg/en/hi-rise-trumpet-jeans-p06045234.html","HI-RISE TRUMPET JEANS Details","S$ 69.90","Black","Faded high waist jeans made of slightly stretchy fabric for added comfort. Featuring a five-pocket design, seamless and slightly flared hems and metal button fastening.

HEIGHT OF MODEL: 177 cm. / 69.6″

JOIN LIFE
Care for fiber: At least 50% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.","null"
"1573338822-14736","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","VELVET BODYSUIT","https://www.zara.com/sg/en/velvet-bodysuit-p08761314.html","VELVET BODYSUIT Details","S$ 59.90","Midnight blue","Bodysuit with a crossover neckline, long sleeves, puff shoulders with gathering, an elastic waist and snap-button fastening at the bottom.

HEIGHT OF MODEL: 177 CM / 69.6″","null"
"1573335457-13771","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","RIBBED SHIFT DRESS","https://www.zara.com/sg/en/ribbed-shift-dress-p03471113.html","RIBBED SHIFT DRESS Details","S$ 69.90","Green","Ribbed knit dress with a V-neckline and short sleeves.

HEIGHT OF MODEL: 177cm. / 5′ 9″","null"
"1573336239-13973","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","COMBINED ORGANZA TOP","https://www.zara.com/sg/en/combined-organza-top-p02488138.html","COMBINED ORGANZA TOP Details","S$ 59.90","Dusty pink","Top with a round neckline and long sleeves. Featuring combined semi-sheer fabric and ruffle trims.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573332433-12830","https://www.zara.com/sg/en/woman-skirts-l1299.html?v1=1281622","PLEATED ANIMAL PRINT SKIRT","https://www.zara.com/sg/en/pleated-animal-print-skirt-p07893172.html","PLEATED ANIMAL PRINT SKIRT Details","S$ 69.90","Leopard","Pleated skirt with an asymmetric hem and in-seam zip fastening at the back. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573336501-14076","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","null","","","","","",""
"1573338893-14761","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","COMBINED VELVET BODYSUIT","https://www.zara.com/sg/en/combined-velvet-bodysuit-p00387194.html","COMBINED VELVET BODYSUIT Details","S$ 45.90","Black","Bodysuit featuring a V-neckline, short organza sleeves with bows and snap-button fastening at the bottom. 

HEIGHT OF MODEL: 177 CM / 69.6″","null"
"1573339566-14982","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","DOTTED MESH DRESS","https://www.zara.com/sg/en/dotted-mesh-dress-p00881309.html","DOTTED MESH DRESS Details","S$ 59.90","Black","Short dress with a V-neckline and long sleeves with elastic cuffs. Featuring gathered detailing at the chest and lining.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573330797-12373","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","null","","","","","",""
"1573335308-13735","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","TEXTURED CARDIGAN","https://www.zara.com/sg/en/textured-cardigan-p08779626.html","TEXTURED CARDIGAN Details","S$ 45.90","Khaki","V-neck cardigan with long sleeves and a button-up front.

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573330398-12235","https://www.zara.com/sg/en/woman-sweatshirts-l1320.html?v1=1281548","QUILTED SWEATSHIRT","https://www.zara.com/sg/en/quilted-sweatshirt-p05584462.html","QUILTED SWEATSHIRT Details","S$ 49.90","Mink","Long sleeve sweatshirt with a round neckline. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573332392-12822","https://www.zara.com/sg/en/woman-skirts-l1299.html?v1=1281622","POPLIN BOX PLEAT SKIRT","https://www.zara.com/sg/en/poplin-box-pleat-skirt-p07149254.html","POPLIN BOX PLEAT SKIRT Details","S$ 89.90","Black","Midi skirt with an elastic inner waistband. Featuring front box pleats, adjustable side tabs and invisible side zip fastening. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573331124-12478","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","T-SHIRT WITH FRONT PRINT","https://www.zara.com/sg/en/t-shirt-with-front-print-p05580629.html","T-SHIRT WITH FRONT PRINT Details","S$ 29.90","Sand","Short sleeve T-shirt with a round neckline and a contrast front print detail. 

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573342051-15702","https://www.zara.com/sg/en/woman-jackets-l1114.html?v1=1281623","FRINGED CHECK JACKET","https://www.zara.com/sg/en/fringed-check-jacket-p03440244.html","FRINGED CHECK JACKET Details","S$ 89.90","Red","Long sleeve jacket featuring a lapel collar, front patch pockets, fringed hem and front fastening with matching snap buttons.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573339921-15078","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","BELTED JUMPSUIT","https://www.zara.com/sg/en/belted-jumpsuit-p04786266.html","BELTED JUMPSUIT Details","S$ 89.90","Black","Collared jumpsuit featuring long sleeves, front pockets, rear patch pockets, an elastic waist, a matching belt with buckle and metal zip fastening hidden by a placket.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573334760-13505","https://www.zara.com/sg/en/woman-trousers-l1335.html?v1=1281627","TROUSERS WITH CONTRASTING PIPING","https://www.zara.com/sg/en/trousers-with-contrasting-piping-p06254122.html","TROUSERS WITH CONTRASTING PIPING Details","S$ 69.90","Black","High waist culottes with elastic waist and wide leg. Featuring contrast trims.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573341596-15560","https://www.zara.com/sg/en/woman-blazers-l1055.html?v1=1281650","BUTTONED LONGLINE BLAZER","https://www.zara.com/sg/en/buttoned-longline-blazer-p08073243.html","BUTTONED LONGLINE BLAZER Details","S$ 119.00","Navy blue","Blazer with a lapel collar and long sleeves. Featuring front flap pockets, a back vent and button fastening at the front. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573342315-15773","https://www.zara.com/sg/en/woman-jackets-l1114.html?v1=1281623","BELTED CORDUROY OVERSHIRT","https://www.zara.com/sg/en/belted-corduroy-overshirt-p06318821.html","BELTED CORDUROY OVERSHIRT Details","S$ 89.90","Camel","Collared overshirt with long sleeves. Featuring front welt pockets, chest patch pockets, a frayed hem and button fastening at the front. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573340452-15220","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","ANIMAL PRINT DRESS","https://www.zara.com/sg/en/animal-print-dress-p00034244.html","ANIMAL PRINT DRESS Details","S$ 89.90","Blue","Loose-fitting dress with a round neckline, long sleeves, pleat details and a buttoned opening at the back.

HEIGHT OF MODEL: 177 CM / 69.6″","null"
"1573329753-11996","https://www.zara.com/sg/en/woman-suits-l1437.html?v1=1281679","SKINNY TROUSERS","https://www.zara.com/sg/en/skinny-trousers-p07649811.html","SKINNY TROUSERS Details","S$ 45.90","Fuchsia","Mid-waist trousers with front pockets and false double welt back pockets. Featuring side vents at the hems and metal hook, inside button and zip fastening in the front.

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573339158-14886","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","TEXTURED DRESS","https://www.zara.com/sg/en/textured-dress-p00264630.html","TEXTURED DRESS Details","S$ 45.90","Black / White","Dress with a flared hem, v-neck and short sleeves with an elastic finish.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
